ps,mun,per,prob_mean,ppt_out_mean,altitude_mean,ppt_ago_mean,Expectativa de Vida_mean,Necessidades Humanas Básicas_mean,tmed_out_mean,ppt_jun_mean,ppt_set_mean,tmed_set_mean,Famílias em Situação de Rua_mean
53,530010,2013-2025,0.97909856,155.61000000000007,1034.7900000000004,8.879999999999999,77.35000000000001,80.36729152874331,22.720000000000002,6.459999999999998,42.040000000000006,21.800000000000004,220.70432455642802
52,520870,2013-2025,0.960603,172.54,791.7600000000001,11.349999999999998,75.27999999999999,78.5265603692743,23.82999999999999,8.010000000000002,51.40999999999998,22.860000000000007,81.30947867869489
52,520140,2013-2025,0.9285537,174.90000000000003,796.4699999999999,12.419999999999998,75.01,71.6282362137514,23.73,8.260000000000002,53.87,22.75,24.466298681935093
52,521150,2013-2025,0.9217708,168.92000000000002,552.6900000000003,17.19,75.29999999999998,72.70969768482668,24.100000000000005,11.210000000000004,61.730000000000004,23.0,43.89288480145171
52,522185,2013-2025,0.9194202,150.46,1013.5400000000003,7.519999999999998,73.90999999999998,80.09948420524589,22.740000000000002,7.3100000000000005,40.62,21.81,19.187385731153704
52,521880,2013-2025,0.9193315,177.02,765.42,29.889999999999993,76.16999999999999,79.90012721533108,23.740000000000002,14.319999999999997,68.43000000000004,22.699999999999996,49.0132320010459
52,522160,2013-2025,0.9142668,176.26000000000002,551.3900000000001,12.949999999999998,76.61,73.9135949825994,25.819999999999997,6.709999999999998,49.84000000000002,24.98,14.360198633689496
52,521310,2013-2025,0.91316134,185.48999999999998,747.0699999999999,39.32999999999999,75.40999999999998,80.62726073016009,24.110000000000007,23.050000000000004,87.17,23.04,49.48545549996071
52,520540,2013-2025,0.90893203,162.02,666.13,10.039999999999996,75.49,78.665510055294,25.06,6.13,42.3,24.180000000000003,16.461245386110395
52,520800,2013-2025,0.90290827,149.13999999999993,752.6900000000003,6.829999999999999,76.14,76.0017038141067,24.13,3.869999999999999,37.24,23.220000000000002,52.75031406220219
52,520055,2013-2025,0.9028196,181.05,353.27999999999986,12.360000000000001,75.48,74.74831730437009,26.88,6.709999999999998,51.419999999999995,26.029999999999998,0.0
52,520110,2013-2025,0.9017781,158.61000000000007,1015.1000000000001,12.830000000000004,74.33000000000001,77.90550568581808,22.889999999999993,8.980000000000002,45.72000000000001,21.96,39.524783714859396
52,522045,2013-2025,0.9011018,170.08999999999997,777.0400000000001,12.409999999999998,74.59000000000002,72.0713207755041,23.839999999999996,8.61,52.169999999999995,22.860000000000007,11.8735323287292
52,521020,2013-2025,0.89706486,176.26000000000002,561.5500000000001,21.319999999999997,75.40999999999998,80.902166581361,25.290000000000003,8.150000000000002,63.38,24.300000000000004,15.0677916502471
52,521190,2013-2025,0.89676195,180.13000000000005,758.92,39.40999999999998,76.35000000000001,77.98908578438031,23.790000000000003,20.44,79.09,22.73,38.668614790701604
52,522010,2013-2025,0.8966802,174.48,568.7799999999999,13.389999999999999,73.54999999999998,78.24445449584438,25.13,7.450000000000001,52.47000000000001,24.149999999999995,14.868200777185397
